産,"う_む, サン","sản xuất,trồng trọt",sản,Tôi  sản xuất  rau trên cánh đồng của tôi.,17
業,"わざ, ギョオ, ゴオ","công việc,kinh doanh",nghiệp,Tôi giữ những con cừu (羊) ở trong hàng rào.Nó là  công việc  của tôi.,17
薬,"くすり, ヤク",thuốc,dược,Uống những viên thuốc  thảo dược này để cảm thấy tốt hơn.Rồi chúng ta hãy vui chơi (楽).,17
働,"はたら_く, ドオ",làm việc,động,Mọi người di chuyển(動) và làm việc,17
員,", イン",thành viên,viên,Một người trả tiền và được một thẻ thành viên  tàu.,17
士,", シ","chiến binh,đấu sĩ",sĩ,"Mười một (十一) samurai,  chiến binh ",17
仕,"つか_える, シ, ジ",phục vụ,sĩ,Một võ sĩ (士)  phục vụ  chủ mình.,17
事,"こと, ジ, ズ","điều,thứ",sự,Tôi sẽ viết ra mọi thứ để làm,17
図,"はか_る, ズ, ト",vẽ,đồ,Có ai đó đang vẽ.Nó giống như là  ツ và メ,18
官,", カン","công chức,viên chức chính phủ",quan,Một  viên chức chính phủ  thì làm  trong một ngôi nhà lớn.,18
館,", カン",tòa nhà,quán,Quan chức chính phủ (庁) ăn (食) trong trong tòa nhà này,18
昔,"むかし, セキ, シャク",thời gian dài,tích,Hai mươi mốt ngày (日) trước đây là một thời gian dài ,18
借,"か_りる, シャク",mượn,tá,"Cách đây một thời gian(昔),tôi đã mượn một vài thứ từ một vài người",18
代,"よ, か_える, しろ, ダイ, タイ",chuyển đổi,đại,"""Tôi sẽ thay đổi vị trí của bạn""",18
貸,"かす, タイ","cho vay,cho mượn",thải,"Thay vì (代) anh ấy, tôi sẽ  cho vay bạn tiền (cho bạn vay tiền)",18
地,", チ, ジ",đất,địa,"Trong vùng  đất  này, có một con bọ cạp dưới đất (土).",18
世,"よ, セイ, セ",thế giới,thế,"Chữ hiragana せ giống như là せかい(thế giới),được làm từ chữ kanji này.",18
界,", カイ","danh giới,bờ",giới,Có một ranh giới   giữa ruộng lúa của bạn (田) và của tôi.,18
度,"たび, ド, ト, タク",độ,độ,Tay của bạn sẽ cảm thấy ấm áp hơn khi 21 độ trong một ngôi nhà,18
回,"まわ_る, カイ, エ",quay xung quanh,hồi,Những thứ này thì  quay xung quanh ,18
用,"もち_いる, ヨオ",sử dụng,dụng,Đây là hàng rào mà chúng ta  sử dụng ,18
民,"たみ, ミン",người,dân,Con người có một miệng (口) và họ tên (氏).,18
注,"そそ_ぐ, チュウ",đổ,chú,"""Hãy cẩn thận, đừng  đổ  nước vào người ông chủ (主)"".",18
意,", イ",suy nghĩ,ý,Lắng nghe âm thanh(音) của trái tim(心) để biết suy nghĩ của bạn,18
頭,"あたま, かしら, トオ, ズ, ト",đầu,đầu, Đầu  tôi trông giống như một hạt đậu (豆),19
顔,"かお, ガン",mặt,nhan,"Khi ông mất chiếc mũ của mình ra khỏi đầu mình, bạn sẽ tìm thấy những vết sẹo trên khuôn mặt",19
声,"こえ, こわ, セイ, ショオ","giọng nói,hô",thanh,"Một võ sĩ đạo (武) cất  tiếng nói  ""ko-e (コエ)"" ở cửa.",19
悲,"かな_しい, ヒ",buồn,bi,Trái tim tôi (心) thì  buồn  b&gt; vì chàng trai ở phía sau quầy bar.,22
特,", トク、トッ",đặc biệt,đặc,Những con bò(牛) là  những động vật đặc biệt ở các đền (寺) Hindu,19
別,"わか_れる, ベツ","chia,tách",biệt,Chúng tôi  chia thịt với một con dao  thành 10.000 (万) miếng.,19
竹,"たけ, チク",tre,trúc,Đây là thể hiện của cây tre,19
合,"あ_う, ゴオ, ガッ, カッ","vừa,phù hợp",hợp,Một cái hộp  và cái  nắp  phù hợp  tốt.,19
琴,"こと, キン",câu trả lời,cầm, Câu trả lời của chúng tôi phù hợp (会) giống như là cái hộp tre (竹) và nắp của nó.,19
正,"ただ_しい, まさ, セイ, ショオ","đúng,phải",chính,Là đúng khi dừng(止) ở đèn đỏ,19
同,"おな_じ, ドオ","cùng,tương tự",đồng,Những người đến ở và những người đi ra ngoài đều  sử dụng  cùng  b&gt; một cái cửa ,19
計,"はか_る, ケイ",đo đạc,"kê, kế","""Hãy  đo thời gian bằng cách đếm.""",19
京,", キョオ, ケイ",thủ đô,kinh,Những ngôi nhà được xây dựng trên ngọn đồi nhỏ (小)  và nó trở thành   thủ đô,19
集,"あつ_まる, つど_う, シュウ",tụ họp,tập,Chim tụ họp trên cây,19
不,", フ, ブ",chưa,bất,Nó thì không T(đúng).,19
便,"たよ_り, ベン, ビン",thuận tiện,tiện,"Nếu thư đến trong một ngày (日), như thế thì thuận tiện ",19
以,", イ",điểm xuất phát,dĩ,Đây là vạch xuất phát,19
場,"ば, ジョオ",địa điểm,trường,Đất(土) đai tốt và ánh mặt trời(日).Hãy lựa chọn địa điểm này,20
戸,"と, コ",cửa,hộ,Đây là thể hiện của một cái cửa,20
億,", オク",trăm triệu,ức,Một trăm triệu người có những suy nghĩ(意) khác nhau.,28
所,"ところ, ショ",địa điểm,sở,Tôi đánh dấu cửa (戸) với một cái rìu để chỉ ra. Đây là một địa điểm ,20
屋,"や, オク",mái nhà,ốc,Mọi người cần đất (土) và một  mái nhà ,20
堂,", ドオ","phòng,lâu đài",đường,Nó là một cái  phòng  lớn  trên đất (土).,20
都,"みやこ, ト, ツ","đô thị,trung tâm lớn",đô,"Tại trạm xe buýt, một người (者) đang chờ một chiếc xe buýt của đô thị lớn",20
県,", ケン","quận,huyện",huyện,Chính phủ giữ một mắt (目) trên cái quận  nhỏ (小) ,20
区,", ク","vùng,miền,khu",khu,Khu b&gt; này được chia thành ba bức tường và hai con đường.,20
池,"いけ, チ",ao,trì,Có một con tôm trong ao ,20
発,", ハツ, ホツ",bắt đầu,phát,Con người bắt đầu đi bộ với hai chân,20
建,"た_てる, ケン, コン",xây dựng,kiến,"Trước khi xây dựng nó,bạn phải viết(書) một vài thứ và vẽ ra một bản kế hoạch",20
物,"もの, ブツ, モツ",đồ vật,vật,Bò (牛) và cáo đều là những vật sống,20
品,"しな, ヒン",sản phẩm,phẩm,Đây là thể hiện của ba sản phẩm,20
旅,"たび, リョ",du lịch,lữ,Hai người đang đi du lịch   theo  hướng dẫn của một lá cờ.,20
通,"とお_る, かよ_う, ツウ, ツ","vượt qua, thay thế",thông,Tôi vượt qua hàng rào để thay đổi,20
進,"すす_む, シン","lớn lên,tiến lên",tiến,Con chim đang lớn lên,20
丸,"まる_い, ガン","cuộn,vặn",hoàn,Tôi  cuộn người mình,21
熱,"あつ_い, ネツ",hơi nóng,nhiệt,Tôi cuộn tròn chính mình để giữ hơi ấm thoát ra,21
冷,"つめ_たい, ひ_える, さ_める, レイ","lạnh,rét mướt",lãnh,Một người run rẩy trong  gió. lạnh ,21
甘,"あま_い, カン","kẹo,ngọt",cam,Kẹo mật ong ở trong một cái nồi.,21
汚,"けが_す, よご_す, またな_い, オ",bẩn,ô,Một người đang uống nước bẩn.,21
果,"は_たす, カ",hoa quả,quả,Nó là một cái cây(木) với hoa quả trên đó,21
卵,"たまご, ラン",trứng,noãn,Hãy đập vớ quả trứng,21
皿,"さら, ベイ",đĩa,mãnh,Có một cái bánh ở trên đĩa,21
酒,"さけ, シュ",rượu,tửu,Nước tốt sẽ làm nên rượu tốt,21
塩,"しお, エン",mặn,diêm,Thức ăn trên đĩa (皿) thì  mặn ,21
付,"つ_く, フ","thêm,đính kèm",phụ,Tôi  đính kèm  một vài thứ cho một người.,21
片,"かた, ヘン",một bên,phiến,Đây là  một bên  của một cây.,21
焼,"や_く, ショオ",đốt cháy,thiêu,Tôi  đốt cháy  b&gt; ba mươi cái gậy.,21
消,"け_す, き_える, ショオ","biến mất,không xuất hiện",tiêu,Mặt trăng(月) không xuất hiện vào mùa đông.,21
固,"かた_まる, コ",cứng,cố,Các bức tường xung quanh một nhà thờ cũ (古) là rất  cứng  và chắc chắn.,21
個,", コ",cá nhân,cá,Mỗi cá nhân   có một niềm tin vững vàng (固),21
笑,"わら_う, え_む, ショオ",cười,tiếu,"Một người (人)đang  cười   ""Ke ke(ケケ)"".",22
泣,"な_く, キュウ",khóc,khấp,Một người đang đứng(立) và khóc,22
怒,"いか_る, おこ_る, ド",tức giận,nộ,Người phụ nữ(女) tức giận  với tôi.,22
幸,"さいわ_い, しあわ_せ, さち, コオ",hạnh phúc,hạnh,Tôi có nhiều yên(円) dưới đất(土).Tôi rất hạnh phúc,22
苦,"くる_しい, にが_い, ク","chịu,đau khổ",khổ,"Nếu bạn ăn măng tây cũ(古),bạn sẽ  chịu đau ",22
痛,"いた_い, ツウ",sự đau đớn,thống,Tôi vượt qua hàng rào của bệnh viện với sự  đau đớn,22
恥,"はじ_る, は_ずかしい, チ",xấu hổ,sỉ,Thật  là một sự  xấu hổ  nếu bạn không lắng nghe tiếng nói từ trái tim của bạn (心).,22
配,"くば_る, ハイ","đạt được,cung cấp",phối,Một người quỳ xuống để  đạt được  b&gt;  lợi ích (酒).,22
困,"こま_る, コン",rắc rối,khốn,Chúng tôi đang gặp  rắc rối  b&gt; vì có một cây lớn (木).,22
辛,"から_い, シン",đau,tân,Đứng (立)trên một cái sào thì rất là  đau,22
眠,"ねむ_る, ミン",ngủ,miên,Một người(民) thì đang ngủ với đôi mắt(目) đã khép.,22
残,"のこ_る, ザン",còn lại,tàn,Ba (三) người chết (死) và chỉ có vũ khí của họ vẫn  còn lại  b&gt;,22
念,", ネン",nghĩ,niệm,"Bây giờ(今) ,tôi đang nghĩ về bạn.",22
感,", カン",đã cảm thấy,cảm,Tôi  cảm thấy  b&gt; bị sốc khi nhìn thấy một người đàn ông với một vũ khí.,22
情,"なさ_け, ジョオ, セイ","cảm giác,cảm thấy",tình,Tôi cảm giác màu xanh,22
覚,"おぼ_える, さめ_る, カク","nhớ,hồi tưởng",giác,Chúng tôi nhớ lại những gì chúng tôi đã nhìn(見) thấy ở trường,23
忘,"わす_れる, ボオ",quên,vong,Tôi quên xây dựng bức tường ở bên phải,23
決,"きめ_る, ケツ",quyết định,quyết,Chúng tôi đã quyết định tiết kiệm nước,23
定,"さだ_まる, テイ, ジョオ","chọn,quyết định,",định,Hãy chọn ngày để chuyển nhà,23
比,"くら_べる, ヒ",so sánh,tỉ,Chúng đều là chữ kantakana　ヒ　?Hãy so sánh chúng.,23
受,"う_ける, ジュ",nhận,thụ,Con người nhận các thứ từ tay đến tay,23
授,"さず_ける, ジュ",hướng dẫn,thụ,Được  hướng dẫn  b&gt; giống như  nhận (受) điều từ một người nào đó.,23
練,"ね_る, レン",luyện tập,luyện,Theo hướng đông () tôi luyện tập xoay sợi dây,23
徒,", ト",theo dõi,đồ,Người theo dõi chạy (走) trên đường.,23
復,", フク",lặp lại,phục,Mọi người đi lặp lại trên những con đường tương tự mỗi ngày(日).,23
表,"おもて, あらわ_す, ヒョオ",thể hiện,biểu,Cô  thể hiện  b&gt; niềm vui của cô bởi vì cái cây phát triển tốt.,23
卒,", ソツ",tốt nghiệp,tốt,Mười(十) người (人) đã tốt nghiệp,23
違,", イ",khác,vi,Các đường phố thì phức tạp.Tôi nghĩ rằng tôi đang trên một con đường khác,23
役,", エキ, ヤク",nhiệm vụ,dịch, Nhiệm vụ b&gt; của tôi  là để mang một hòn đá.,23
皆,"みな, カイ",mọi người,giai,So sánh(比) mọi người ở trên tòa nhà trắng(白).Mọi người trông tương tự nhau.,23
彼,"かれ, かの, ヒ",anh ấy,bỉ,"Tôi đã cố gắng để nắm tay anh ta, nhưng  anh ấy đi đi.",23
全,"まった_く, ゼン",tất cả,toàn,Vua (王) quy định  tất cả  b&gt; trên các ngọn núi.,24
部,", ブ","chỗ,vùng",bộ,Một người đang đứng(立) ở chỗ nơi mà xe bus dừng,24
必,"かなら_ず, ヒツ",chắc chắn,tất,Tôi  chắc chắn  b&gt; sẽ giành chiến thắng trái tim của bạn (心).,24
要,"い_る, ヨオ",cần thiết,"yêu, yếu",Người phụ nữ(女) giữ những thứ cần thiết trong cặp của cô ấy,24
荷,"に, カ",đồ đạc,hà,Tôi có thể thấy bó cỏ  gắn ngoài hành lý  b&gt;.Cái gì (何) trong đó?,24
由,"よし, ユ, ユウ, ユイ",bởi vì,do,"Không mở hộp này,  vì  b&gt; có một cái gì đó đáng sợ có thể bật ra.",24
届,"とど_く, とど_け, カイ","giao,chuyển",giới,Một gói hàng được giao đến nhà tôi.,24
利,"き_く, リ","thuận lợi, bổ ích",lợi,Chúng tôi cắt tai của bông lúa để làm lợi,24
払,"はら_う, フツ",trả,phất,Tôi sẽ trả tiền.,24
濯,", タク",giặt,trạc,Ngày(日) nào bạn giặt quần áo của bạn?,24
寝,"わ_る, シン",ngủ,tẩm,Hai người thi đang ngủ,24
踊,", ヨオ",nhảy,dũng,Di chuyển chân của bạn (足) và  nhảy  trên hàng rào.,24
活,", カツ","cơ động,nhanh nhẹn,linh hoạt",hoạt,Tôi uống rất nhiều nước và trở nên  nhanh nhẹn b&gt; hơn,24
末,"すえ, マツ, バツ","kết thúc,cuối",mạt,Cái cây (木) thì đang ở thời kì cuối của sự sống,24
宅,", タク",nhà,trạch,Tôi thích sống trong ngôi nhà của tôi,24
祭,"まつ_る, サイ",lễ hội,tế,"Vào ngày  lễ hội , thịt được cung cấp trên một bàn thờ.",24
平,"たいら, ひら, ヘイ, ビョオ",bằng phẳng,bình,Cái cưa bây giờ thì bằng phẳng,25
和,"やわ_らぐ, なご_む, ワ, オ","hòa bình, Nhật Bản",hòa,Bữa ăn của người Nhật đến từ gạo,25
戦,"たたか_う, セン",chiến tranh,chiến,Những loại thuốc độc khác nhau được sử dụng trong chiến tranh,25
争,"あらそ_う, ソオ","chống lại,xung đột",tranh,Người có vũ khí đã sẵn sàng cho một cuộc  xung đột ,25
政,"まつりこと, セイ, ショオ",chính phủ,chính, Chính phủ  b&gt; nên làm những điều đúng (正).,25
治,"おさ_める, おお_す, なお_る, チ, ジ","quản lý,cai trị",trị,Tôi quản lý khu vực ven biển,25
座,"すわ_る, ザ",ngồi,tọa,Hai người(人) ngồi trên đất(土).,30
経,"へ_る, ケイ, キョオ",đi qua,kinh,Cày trên ruộng và quay sợi dây thì thời gian sẽ đi qua,25
済,"す_む, サイ",hoàn thành,tế,Tôi đã hoàn thành viết các câu(文) trên tấm bảng,25
法,", ホオ, ハッ, ホッ",luật,pháp,"Năm ngoái(去年) ,luật về nước đã được thực thi",25
律,", リツ, リチ",quy định,luật,Tôi đã viết(書) ra các quy định giao thông,25
際,"さわ, サイ","dịp,đợt",tế,Lễ hội (祭) là dịp đặc biệt cho mọi người,25
関,"せき, カン",quan hệ,quan,Tôi đã mang quà đến cái cổng(門) để có mối  quan hệ tốt ,25
係,"かかり, かか_る, ケイ",kết nối,hệ,Mọi người đang  kết nối  với nhau như chủ đề (糸).,25
義,", ギ","ngay thẳng, chính đáng",nghĩa,Chiến đấu với bầy cừu là chính đáng,25
議,", ギ",thảo luận,nghị,Họ đang  thảo luận  nếu nó là đúng (良) hay không.,25
党,", トオ",đảng chính trị,đảng,Anh trai tôi(兄) đã tham gia một đảng chính trị,25
遊,"あそ_ぶ, ユウ, ユ",chơi,du,Đứa trẻ (子) với cái cờ đi ra ngoài để chơi,26
泳,"およ_ぐ, エイ",bơi,vịnh,Tôi bơi trong nước,26
疲,"つか_れる, ヒ",kiệt sức,bì,Anh ấy (彼) đã kiệt sức và đã đi đến bệnh viện,26
暖,"あたた_かい, ダン",ấm,noãn,"Khi bạn đưa tay năm lấy tay của những người bạn(友),you feel ấm áp hơn",26
涼,"すず_しい, リョオ",mát mẻ,lương,Mưa làm  mát mẻ cả thủ đô(京),26
静,"しず_か(な), セイ, ジョオ",yên lặng,tĩnh,"Sau khi chiến đấu(争),bầu trời trở nên xanh(青) và địa điểm trở nên yên lặng",26
公,"おおやけ, コオ",cộng đồng,công,Phục vụ cộng đồng là một công việc khó,26
園,"その, エン",công viên,viên,Tôi đi đến công viên để nhày vào thứ bảy(土).,26
込,"こ_む, -",đông đúc,vào,Mọi người đang đi vào trong(入) .Bên trong trở nên đông đúc hơn.,26
連,"つら_なる, つ_れる, レン",liên kết,liên,Họ đã lái xe (車) của họ trên con đường dẫn(liên kết) tới đích,26
窓,"まど, ソオ",cửa sổ,song,Hãy mở cửa sổ trái tim(心) bạn,26
側,"かわ, ソク",bên cạnh,trắc,Tôi đưa tiền và một con dao ở bên cạnh tôi,26
葉,"は, ヨオ",lá,diệp,Thể giới(世) được bao phủ bởi cỏ và lá cây(木),26
景,", ケイ",khoảng nhìn,cảnh,"Vào một ngày nắng(日),bạn có thể kiếm một chỗ tốt ở thành phố(京).",26
記,"しる_す, キ",viết ra,kí,Tôi đã viết ra những gì bạn nói.,26
形,"かたち, かた, ケイ,ギョオ",định hình,hình,Tôi đang định hình một vài thứ,26
吉,", キチ, キツ",chúc may mắn,cát,"Một người kiếm sĩ(士) hét lên ""Chúc may mắn""",27
結,"むす_ぶ, ケツ","gắn,nối",kết,Tôi đã gắn các sợi dây (糸) và làm một cái bùa may mắn(吉),27
婚,", コン",kết hôn,hôn,Người phụ nữ(女) đã thay đổi họ tên(氏) của cô ấy sau  đám cưới,27
共,"とも, キョオ","đồng nhất,kết hợp",cộng,Hãy cùng kết hợp lại.,27
供,"そな_える, キョオ, ク",cung cấp,cung,Chúng tôi tụ tập (共) cung cấp cho bạn sự giúp đỡ.,27
両,", リョオ",cả,lưỡng,Một người bán rong mang hàng trên cả hai vai của anh ấy.,27
若,"わか_い, も_しくわ, ジャク, ニャク","trẻ,non",nhược,Tôi ngắt những lá non với tay phải(左) của tôi.,27
老,"おい_る, ふ_ける, ロオ",già,lão,"Một ông già có một cái gậy,và một bà già thì đang ngồi xuống.",27
息,"いき, ソク",thở,tức,"Để giữ cho nhịp đập trái tim(心) của chính(自) bạn,bạn phải thở",27
娘,"むすめ, ジョウ",con gái,nương,Con gái của tôi là  một cô gái(女) tốt(良) ,27
奥,", オオ",phía sau,áo,Tôi để gạo(米) trong một cái hộp lớn(大) và đặt nó ở phía sau,27
将,", ショオ",người chỉ huy,tướng,Người chỉ huy đang suy nghĩ về tương lai.,27
祖,", ソ",tổ tiên,tổ,Mọi người thăm mộ  tổ tiên của họ và một số thứ khác.,27
育,"そだ_つ, そだ_てる, イク","lớn lên,nảy mầm",dục,"Tôi  lớn lên,ngắm nhìn mặt trăng(月).",27
性,", セイ, ショオ","giới tính,tình dục",tính,Bạn có thể nói về giới tính của một ai đó khi họ được sinh ra.,27
招,"まね_く, ショオ",mời,chiêu,Tôi sẽ mời bạn một bữa ăn.,27
取,"と_る, シュ","bắt,cầm",thủ,Đừng có cầm tai của tôi.,28
最,"もっと_も, サイ","hết sức, vô cùng",tối,Để bắt （取）được mặt trời （日）là một điều vô cùng khó khăn,28
初,"はじ_め, そ_める, ショ",đầu tiên,sơ,"Khi bạn làm kimono,bạn phải cắt quần áo với  một cái dao (刀) đầu tiên",28
番,", バン","đợt,lượt",phiên,Họ lần lượt thu hoạch lúa(米) ở trên đồng(田).,28
歳,", サイ, セイ",tuổi,tuế,Hãy dừng(止) hỏi về tuổi của tôi.,28
枚,", マイ","tờ,mảnh",mai,Tôi làm những tờ giấy này từ cây(木).,28
冊,", サツ, サク",đếm sách vở,sách,Bạn buộc nhiều trang giấy lại để tạo thành cuốn sách,28
点,", テン","hạt,chấm",điểm,Bốn cái chấm đã được đóng dấu.,28
階,", カイ",tầng,giai,Mọi người(皆) đang ở tầng  trên của cái xe bus hai tầng.,28
段,", ダン","cầu thang,bậc thang",đoạn,Chúng tôi đang làm bậc thang bằng đá,28
号,", ゴオ",số,hiệu,Hô to số của bạn,28
倍,", バイ",hai lần,bội,Người đàn ông cao cao hơn hai lần so với người đàn ông lùn.,28
次,"つ_ぐ, ジ, シ","tiếp,kế tiếp",thứ,"Một người kêu to với cái mồm mở rộng,""tiếp tục""",28
々,", ",sự lặp lại,"",Kí tự này chỉ là sự lặp lại.,28
他,", タ",khác,tha,Tôi muốn có một con thú khác không phải là một con bọ cạp.,28
勝,"かつ, まさ_る, ショオ",chiến thắng,thắng,"Tôi đã chiến thắng vào thứ hai(月),chứ không phải thứ ba(火).",29
負,"お_う, ま_ける, フ","thất bại,thua",phụ,Người thua thì trả tiền.,29
賛,"すい, サン",đánh giá,tán,Chúng tôi đánh giá cao người chồng người đã mang lại động vât có vỏ(貝) lớn.,29
成,"な_る, セイ, ジョオ",thực hiện,thành,Tôi đã thực hiện nhiệm vụ với vũ khí.,29
絶,"た_つ, ゼツ","gián đoạn,ngưng trệ",tuyệt,Màu sắc (色) của sợi dây(糸) bị đứt đoạn,29
対,", タイ, ツイ","phản đối,chống lại",đối,Tôi phản đối bạn.,29
続,"つづ_く, ゾク",tiếp tục,tục,Tôi tiếp tục bán(売) những sợi dây(糸) này.,29
辞,"や_める, ジ",từ,từ,Thật vất vả(辛) để tìm 1000(千) từ trong từ điển.,29
投,"か_げる, トオ","ném,quăng",đầu,Tôi ném hòn đá với tay của tôi.,29
選,", セン",chọn lựa,tuyển,Hãy lựa  chọn  b&gt; nhà lãnh đạo chúng ta với nhau (共).,29
約,", ヤク",xấp xỉ,ước,Hãy lấy xấp xỉ số lượng sợi dây(糸).,29
束,", ソク","bó,gói",thúc,Anh ấy đã đưa cho tôi một bó hoa.,29
守,"まも_る, も_り, シュ, ス",bảo vệ,thủ,Cái khoá này sẽ bảo vệ ngôi nhà của bạn.,29
過,"す_ぎる, すやま_つ, カ",vượt qua,"qua, quá",Xin hãy vượt qua toà nhà to ở trên đường đó.,29
夢,"ゆめ, ム","giấc mơ,ước mơ",mộng,"Vào buổi tối(タ),tôi đã có một giấc mơ về cánh đồng.",29
的,"まと, テキ","đích,mục đích",đích,Nó là cái đích màu trắng (白) ,29
飛,"は_ねる, と_ぶ, ヒ",bay,phi,Những con chim bay với đôi cánh giang rộng.,30
機,"はた, キ",máy móc,cơ,Chúng tôi sử dụng máy bằng gỗ (木)để dệt vải từ các sợi dây(糸).,30
失,"うしな_う, シツ",mất,thất,Chồng tôi bị  (衆) mất việc và anh ấy đang khóc,30
鉄,", テツ","sắt,thép",thiết,Sắt bị mất(失) giá trị của nó nếu so sánh với vàng(金).,30
速,"はや_い, ソク","nhanh,sớm",tốc,Tôi đã chuyển(束) bó hoa một cách nhanh chóng,30
遅,"おく_れる, おそ_い, チ",muộn,trì,Một trong những con cừu(羊) đã nghỉ lại và trở về muộn,30
駐,", チュウ","ở,sống",trú,Ông chủ(主) và con ngựa(馬) của ông ấy sống ở đây.,30
泊,"と_める, ハク",sống,bạc,Chúng tôi đã ở cái khách sạn màu trắng(白) trên bờ biển.,30
船,", セン","tàu,thuyền",thuyền,Anh ấy nói rằng con thuyền đó có thể chứa được tám(八) người,30
席,", セキ","ghế,chỗ ngồi",tịch,Có 21 chỗ ngồi trong cái quán này,30
島,"しま, トオ",đảo,đảo,Một con chim (鳥) đậu trên một ngọn núi(山) trên một hòn  đảo.,30
陸,", リク",vùng đất,lục,"Trên vùng đất  này,bạn chỉ có thể nhìnthấy một trạm xe bus",30
港,"みなと, コオ","cổng,bến tàu",cảng,Hãy gặp nhau(共) ở bến tàu,30
橋,"はし, キョオ",cầu,kiều,Có một cái cầu gỗ(木)  và một toà nhà,30
交,"まじ_わる, ま_じる, コオ",vượt qua,giao,Bố tôi (父) thì đang  băng qua ngã tư.,30
申,"もう_す, シン",nói,thân,"Thunder đã nói với tôi rằng tên anh ấy là  ""Thunder""",31
神,"かみ, かん, シン, ジン","chúa,đấng tối cao",thần,Chúng tôi cống hiến sự hi sinh với tiếng sấm gọi từ chúa,31
様,"さま, ヨオ",tình hình,dạng,"Một cái cây(木),con cừu(羊) và nước(水) tạo nên một tình hình về đồng cỏ gia súc",31
信,"しん_じる, シン",tin tưởng,tín,Tôi tin những gì bạn nói(言).,31
調,"しら_べる, ととの_う, チョオ",điều tra,"điều, điệu",Họ nói(言) họ sẽ điều tra xung quanh(周).,31
査,", サ",kiểm tra,tra,Chúng tôi đã kiểm tra ngôi mộ ở dưới cái cây(木).,31
相,"あい, ソオ, ショオ",đối mặt,"tương, tướng",Đặt đôi mắt của bạn (目) trên cây (木). Cái  cây và bạn đang đối mặt b&gt; với nhau,31
談,", ダン",nói chuyện,đàm,Hãy làm một cuộc nói chuyện gần đống lửa(火).,31
案,", アン",kế hoạch,án,Tôi dự trù đưa ra kế hoạch với những cái cây(木).,31
内,"うち, ナイ, ダイ",ở trong,nội,Một người(人) đang ở trong một cái hộp lớn,31
君,"きみ, クン","tướng,vua,chúa tể",quân,Tướng b&gt; của tôi  cung cấp  các đơn đặt hàng với dùi cui và miệng (口).,31
達,", タツ","đến,tới,đi đến",đạt,Những con chiên (羊) mang theo đất (土) cuối cùng  đến b&gt; đích của nó.,31
星,"はし, セイ, ショオ",ngôi sao,tinh,Bạn có nghĩ những ngôi sao được sinh ra  (生) từ mặt trời(日).,31
雪,"ゆき, セツ",tuyết,tuyết,"""Mưa(雨)?"".""Không,sờ đi.Nó là tuyết""",31
降,"お_りる, ふ_る, コオ",xuống,"giáng, hàng",Chúng tôi xuống ở bến xe bus.,31
直,"ただ_ちい, なお_す, チョク, ジキ","chỉnh sửa,trực tiếp",trực,"""Nhìn kìa! Nó bị vỡ rồi.""""Hãy sửa nó đi"".",31
危,"あぶ_ない, あや_うい, キ",nguy hiểm,nguy,Nhìn hòn đá ở trên cái dốc dứng kìa.Người đó thì đang  nguy hiểm,32
険,"けわ_しい, ケン","bước,giai đoạn,dốc",hiểm,Một người (人) đang tìm kiếm ở một  dốc  b&gt; núi.,32
拾,"ひろ_う, シュウ, ジュウ",tìm lại,thập,Tôi đã tìm lại được hoá đơn  10.000 yên từ thùng rác,32
捨,"す_てる, シャ","ném đi,bỏ",xả,Tôi bỏ rác vào thùng vào các ngày thứ bảy(土).,32
戻,"もど_す, レイ",trở lại,lệ,Anh ấy đã trở nên to lớn(大) và đã trở lại .Bây giờ anh ấy đang ở cửa(戸).,32
吸,"す_う, キュウ",hít vào,hấp,Tôi hít vào khói thuốc,32
放,"はな_す, ホオ","phóng thích,miễn trừ",phóng,Chúng tôi được phóng thích bên dưới lá cờ.,32
変,"か_わる, ヘン","thay đổi,kì quái",biến,Anh ấy đang mặc bộ quần áo kì quái ,32
歯,"は, シ",răng,xỉ,"Dừng(止) nói,và nhai cơm(米) kĩ với răng của bạn đi.",32
髪,"かみ, ハツ",tóc,phát,Bạn(友) tôi có tóc dài(長) ,32
絵,", カイ, エ",tranh,hội,Họ gặp (会) nhau và làm một bức tranh thêu,32
横,"よこ, オオ",bên cạnh,hoành,Bọn trẻ đang chơi bên trong một cái hộp bên cạnh một cái cây(木),32
当,"あ_たる, トオ","đâm,đập","đương, đáng",Một mũi tên  đâm vào đích,32
伝,"つた_わる, デン",truyền tải,"truyền, truyện",Hai(二) người truyền tải một thông điệp,32
細,"ほそ_る, こま_かい, サイ",mỏng,tế,Những cây lúa trên cánh đồng(田) thì mỏng như sợi dây(糸).,32
無,"な_い, ム, ブ",không,vô,Ngôi nhà bị cháy và không có thứ gì qua khỏi,32
