"主(chủ) - meshi, omo(na), shu, su","めし, おも(な), シュ, ス",主,"chính,chủ",chủ,Người đàn ông với cái mũ là ông chủ(người chủ).,13
"住(trú, trụ) - su_mu, juu","す_む, ジュウ",住,sống,"trú, trụ",Người chủ(主) sống với một vài người,13
"糸(mịch) - ito, shi","いと, シ",糸,"sợi dây,đường thằng,chủ đề",mịch,Đây là hình dạng của các đường thẳng   trên một máy in.,13
"氏(thị) - uji, shi","うじ, シ",氏,họ tên,thị,Họ tên b&gt; của tôi thì trên thẻ tên.,13
"紙(chỉ) - kami, shi","かみ, シ",紙,giấy,chỉ,"Viết tên họ của bạn (氏) trên giấy   b&gt;, và đưa các chủ đề (糸) thông qua.",13
"教(giáo) - oshi_eru, kyoo","おし_える, キョオ",教,dạy,giáo,Một người già đang dạy một đứa trẻ(子).,14
"室(thất) - muro, shitsu","むろ, シツ",室,phòng,thất,Tôi ở trong phòng của tôi vào thứ bảy (土).,14
"羽(vũ) - hane, u","はね, ウ",羽,đôi cánh,vũ,Đây là hình dạng của đôi cánh,14
"習(tập) - nara_u, shuu","なら_う, シュウ",習,học,tập,Chim vỗ cánh (羽) trên một tòa nhà màu trắng (白) và  học  để bay.,14
"漢(hán) - , kan",", カン",漢,người trung quốc,hán,Người chồng(夫)Trung Quốc băng qua sông với cỏ trên đầu ,14
"字(tự) - aza, ji","あざ, ジ",字,"chữ,kí tự",tự,Đứa trẻ(子) học chữ trong nhà.,14
"式(thức) - , shiki",", シキ",式,"lễ,phong cách",thức,Đây là   lễ cưới của tôi,14
"試(thí) - kokoro_miru, tame_su, shi","こころ_みる, ため_す, シ",試,cố gắng,thí,"Tại lễ (式): ""Bạn sẽ theo anh ta miễn là  cả hai sẽ sống bên nhau"" tôi đã nói (言) ""Tôi sẽ  cố gắng """,14
"験(nghiệm) - , ken, gen",", ケン, ゲン",験,kiểm tra,nghiệm,"Trước khi trèo lên núi,một người(人) đã luyện tập con ngựa(馬).",14
"宿(túc) - yado, shuku","やど, シュク",宿,nhà trọ,túc,Nhà trọ  này có thể phục vụ 100 (百) người.,14
"題(đề) - , dai",", ダイ",題,chủ đề,đề,Các nhà báo tìm một  chủ đề  sử dụng đầu của họ (头) và chân (足).,14
"文(văn) - fumi, bun, mon","ふみ, ブン, モン",文,"kí tự,nhân vật",văn,Một mô hình trên chiếc bình cũ đã trở thành một  nhân vật ,14
"英(anh) - , ei",", エイ",英,tuyệt vời,anh,Người đàn ông ở trung tâm (央) là một anh hùng (người tuyệt vời ) sinh ra từ phong trào quần chúng.,14
"質(chất) - , shitsu, shichi, chi",", シツ, シチ, チ",質,chất lượng,chất,Tôi cắt một vỏ lớn (贝) với hai cái rìu và kiểm tra  chất lượng b&gt; của nó ,14
"問(vấn) - to_u, ton, mon","と_う, とん, モン",問,câu hỏi,vấn,"Ở cái cổng(門),tôi hỏi những câu hỏi",14
"説(thuyết) - to_ku, setsu, zei","と_く, セツ, ゼイ",説,giải thích,thuyết,Anh trai tôi (兄) đang  giải thích ,14
"遠(viễn) - too_i, en, on","とお_い, エン, オン",遠,xa,viễn,"Vào thứ bày(土),tôi đi xa.",15
"近(cận) - chika_i, kin","ちか_い, キン",近,gần,cận,Chặt cây bằng rìu và điểm đến của bạn sẽ trở nên  gần hơn,15
"者(giả) - mono, sha","もの, シャ",者,người,giả,Mỗi người  phát triển qua mỗi ngày(日).,15
"暑(thử) - atsu_i, sho","あつ_い, ショ",暑,nóng,thử,Một người(人) đứng dưới mặt trời(日) cảm thấy nóng,15
"寒(hàn) - samu_i, kan","さむ_い, カン",寒,lạnh,hàn,"Trong một ngày  lạnh , tôi đến nhà bạn và để lại dấu chân trên tuyết.",15
"重(trọng, trùng) - omo_i, kasa_naru, juu, choo","おも_い, かさ_なる, ジュウ, チョオ",重,nặng,"trọng, trùng",Một nghìn(千) quyển sách thì nặng,15
"軽(khinh) - karu_i, kei","かる_い, ケイ",軽,đèn,khinh,Đèn ô tô(車) sẽ bật nếu bạn đẩy nó bằng tay của bạn,15
"低(đê) - hiku_i, tei","ひく_い, テイ",低,thấp,đê,"""Tại sao tôi lại bị gạch chân họ tên (氏)của tôi?"". ""Bởi vì mức của bạn là  thấp  b&gt;""",15
"弱(nhược) - yowa_i, jaku","よわ_い, ジャク",弱,yếu,nhược,Những con chim nhỏ thì yếu,15
"悪(ác, ố) - waru_i, aku, o","わる_い, アク, オ",悪,"tồi,kém","ác, ố",Cảm xúc  tồi tệ  b&gt;trong trái tim của họ (心).,15
"暗(ám) - kura_i, an","くら_い, アン",暗,tối,ám,Ở trong bóng tối và bạn có thể nghe thấy âm thanh(音).,15
"太(thái) - futo_i, tai, ta","ふと_い, タイ, タ",太,dày,thái,Đây là một bản ghi dày ,15
"豆(đậu) - mame, too, zu","まめ, トオ, ズ",豆,hạt đậu,đậu,Nó là một cái cốc có chứa những hạt đậu,15
"短(đoản) - mijika_i, tan","みじか_い, タン",短,ngắn,đoản,Mũi tên (矢) và hạt đậu (豆) thì đều  ngắn  b&gt;,15
"光(quang) - hika_ru, koo","ひか_る, コオ",光,ánh sáng,quang,Đây là hình dạng của tia  ánh sáng  b&gt;,15
"風(phong) - kaze, fuu, fu","かぜ, フウ, フ",風,gió,phong,Con bọ (虫) đang tránh  gió  dưới cái lá,15
"運(vận) - hako_bu, un","はこ_ぶ, ウン",運,vận chuyển,vận,Một chiếc xe (车)  vận chuyển  một tấm nệm.,16
"動(động) - ugo_ku, doo","うご_く, ドオ",動,di chuyển,động,Người đàn ông di chuyển những quyển sách nặng(重) với sức mạnh(力) của ông ấy,16
"止(chỉ) - to_maru, shi","と_まる, シ",止,dừng,chỉ,Đèn giao thông thì đỏ.Dừng lại,16
"歩(bộ) - aru_ku, ayu_mu, ho, bu, fu","ある_く, あゆ_む, ホ, ブ, フ",歩,đi bộ,bộ,Dừng(止) một chút(少) và sau đó đi bộ lại.,16
"使(sử, sứ) - tsuka_u, shi","つか_う, シ",使,sử dụng,"sử, sứ",Anh ấy sử dụng con người,16
"送(tống) - oku_ru, soo","おく_る, ソオ",送,gửi,tống,Có người gửi tôi một món quà,16
"洗(tiển) - ora_u, sen","おら_う, セン",洗,giặt,tiển,Bác sĩ(先生) đi rửa tay của ông ấy.,16
"急(cấp) - iso_gu, kyuu","いそ_ぐ, キュウ",急,"vội vàng,hấp tấp",cấp,"""Đồng ý.nếu tôi vội vàng,tôi vẫn sẽ ổn""",16
"開(khai) - hi_raku, kai","ひ_らく, カイ",開, mở,khai,Hai người mở cái cổng(門).,16
"閉(bế) - to_jiru, shi_meru, hei","と_じる, し_める, ヘイ",閉,đóng,bế,Một người đóng cái cổng(門).,16
"押(áp) - o_su, o_saeru, oo","お_す, お_さえる, オオ",押,"đóng,đẩy",áp,Tôi đã đóng dấu,16
"引(dẫn) - hi_ku, hi_keru, in","ひ_く, ひ_ける, イン",引,kéo,dẫn,Đây là một cung (弓) và một cái dây.Nó là cái dây mà bạn sẽ kéo ,16
"思(tư) - omo_u, shi","おも_う, シ",思,nghĩ,tư,"Trên cánh đồng(田),tôi nghĩ về người tôi yêu từ trái tim(心).",16
"知(tri) - shi_ru, chi","し_る, チ",知,biết,tri,Một cái mồm(口) rộng(大)  biết mọi thứ.,16
"考(khảo) - kanga_eru, koo","かんが_える, コオ",考,nghĩ,khảo,Tôi nghĩ về nguyên nhân con người trở nên già(老).,16
"死(tử) - shinu, shi","しぬ, シ",死,chết,tử,"""Có cuốn tiểu thuyết Chết ở Tahiti(タヒチ) không?"".""Không.""",16
"医(y) - , i",", イ",医,bác sĩ,y,Một  bác sĩ  chữa trị cho một  bệnh nhân bị thương với một mũi tên (矢).,17
"始(thủy) - haji_meru, shi","はじ_める, シ",始,bắt đầu,thủy,"Khi tôi  bắt đầu  bài phát biểu của tôi trên một giá đỡ (立), một người phụ nữ (女) đã lắng nghe.",17
"終(chung) - o_waru, shuu","お_わる, シュウ",終,"kết thúc,cuối",chung,"Mối quan hệ của chúng tôi kéo dài trong một thời gian dài như một sợi dây (糸), nhưng nó đã  kết thúc  trong mùa đông (冬).",17
"石(thạch) - ishi, seki, shaku, koku","いし, セキ, シャク, コク",石,đá,thạch,Đây là hình dạng của một vách đá và một hòn đá,17
"研(nghiên) - to_gu, ken","と_ぐ, ケン",研,đánh bóng,nghiên,"Tôi  đánh bóng  một hòn đá (石), cái nằm trên một chiếc ghế.",17
"究(cứu) - sawa_meru, kyuu","さわ_める, キュウ",究,tìm hiểu,cứu,Tôi đã nghiên cứu trong ngôi nhà của tôi được chín(九) năm.,17
"留(lưu) - to_meru, ryuu, ru","と_める, リュウ, ル",留,"ở,sống",lưu,"Tôi sẽ  ở trên đồng(田),và gặt lúa với một cái dao(刀).",17
"有(hữu) - a_ru, yuu, u","あ_る, ユウ, ウ",有,tồn tại,hữu,"Mặt trăng(月) thì tồn tại,nhưng không ai có thể chạm vào nó",17
"産(sản) - u_mu, san","う_む, サン",産,"sản xuất,trồng trọt",sản,Tôi  sản xuất  rau trên cánh đồng của tôi.,17
"業(nghiệp) - waza, gyoo, goo","わざ, ギョオ, ゴオ",業,"công việc,kinh doanh",nghiệp,Tôi giữ những con cừu (羊) ở trong hàng rào.Nó là  công việc  của tôi.,17
"薬(dược) - kusuri, yaku","くすり, ヤク",薬,thuốc,dược,Uống những viên thuốc  thảo dược này để cảm thấy tốt hơn.Rồi chúng ta hãy vui chơi (楽).,17
"働(động) - hatara_ku, doo","はたら_く, ドオ",働,làm việc,động,Mọi người di chuyển(動) và làm việc,17
"員(viên) - , in",", イン",員,thành viên,viên,Một người trả tiền và được một thẻ thành viên  tàu.,17
"士(sĩ) - , shi",", シ",士,"chiến binh,đấu sĩ",sĩ,"Mười một (十一) samurai,  chiến binh ",17
"仕(sĩ) - tsuka_eru, shi, ji","つか_える, シ, ジ",仕,phục vụ,sĩ,Một võ sĩ (士)  phục vụ  chủ mình.,17
"事(sự) - koto, ji, zu","こと, ジ, ズ",事,"điều,thứ",sự,Tôi sẽ viết ra mọi thứ để làm,17
"図(đồ) - haka_ru, zu, to","はか_る, ズ, ト",図,vẽ,đồ,Có ai đó đang vẽ.Nó giống như là  ツ và メ,18
"官(quan) - , kan",", カン",官,"công chức,viên chức chính phủ",quan,Một  viên chức chính phủ  thì làm  trong một ngôi nhà lớn.,18
"館(quán) - , kan",", カン",館,tòa nhà,quán,Quan chức chính phủ (庁) ăn (食) trong trong tòa nhà này,18
"昔(tích) - mukashi, seki, shaku","むかし, セキ, シャク",昔,thời gian dài,tích,Hai mươi mốt ngày (日) trước đây là một thời gian dài ,18
"借(tá) - ka_riru, shaku","か_りる, シャク",借,mượn,tá,"Cách đây một thời gian(昔),tôi đã mượn một vài thứ từ một vài người",18
"代(đại) - yo, ka_eru, shiro, dai, tai","よ, か_える, しろ, ダイ, タイ",代,chuyển đổi,đại,"""Tôi sẽ thay đổi vị trí của bạn""",18
"貸(thải) - kasu, tai","かす, タイ",貸,"cho vay,cho mượn",thải,"Thay vì (代) anh ấy, tôi sẽ  cho vay bạn tiền (cho bạn vay tiền)",18
"地(địa) - , chi, ji",", チ, ジ",地,đất,địa,"Trong vùng  đất  này, có một con bọ cạp dưới đất (土).",18
"世(thế) - yo, sei, se","よ, セイ, セ",世,thế giới,thế,"Chữ hiragana せ giống như là せかい(thế giới),được làm từ chữ kanji này.",18
"界(giới) - , kai",", カイ",界,"danh giới,bờ",giới,Có một ranh giới   giữa ruộng lúa của bạn (田) và của tôi.,18
"度(độ) - tabi, do, to, taku","たび, ド, ト, タク",度,độ,độ,Tay của bạn sẽ cảm thấy ấm áp hơn khi 21 độ trong một ngôi nhà,18
"回(hồi) - mawa_ru, kai, e","まわ_る, カイ, エ",回,quay xung quanh,hồi,Những thứ này thì  quay xung quanh ,18
"用(dụng) - mochi_iru, yoo","もち_いる, ヨオ",用,sử dụng,dụng,Đây là hàng rào mà chúng ta  sử dụng ,18
"民(dân) - tami, min","たみ, ミン",民,người,dân,Con người có một miệng (口) và họ tên (氏).,18
"注(chú) - soso_gu, chuu","そそ_ぐ, チュウ",注,đổ,chú,"""Hãy cẩn thận, đừng  đổ  nước vào người ông chủ (主)"".",18
"意(ý) - , i",", イ",意,suy nghĩ,ý,Lắng nghe âm thanh(音) của trái tim(心) để biết suy nghĩ của bạn,18
"頭(đầu) - atama, kashira, too, zu, to","あたま, かしら, トオ, ズ, ト",頭,đầu,đầu, Đầu  tôi trông giống như một hạt đậu (豆),19
"顔(nhan) - kao, gan","かお, ガン",顔,mặt,nhan,"Khi ông mất chiếc mũ của mình ra khỏi đầu mình, bạn sẽ tìm thấy những vết sẹo trên khuôn mặt",19
"声(thanh) - koe, kowa, sei, shoo","こえ, こわ, セイ, ショオ",声,"giọng nói,hô",thanh,"Một võ sĩ đạo (武) cất  tiếng nói  ""ko-e (コエ)"" ở cửa.",19
"特(đặc) - , toku,toh!",", トク、トッ",特,đặc biệt,đặc,Những con bò(牛) là  những động vật đặc biệt ở các đền (寺) Hindu,19
"別(biệt) - waka_reru, betsu","わか_れる, ベツ",別,"chia,tách",biệt,Chúng tôi  chia thịt với một con dao  thành 10.000 (万) miếng.,19
"竹(trúc) - take, chiku","たけ, チク",竹,tre,trúc,Đây là thể hiện của cây tre,19
"合(hợp) - a_u, goo, gaxtsu, kah!","あ_う, ゴオ, ガッ, カッ",合,"vừa,phù hợp",hợp,Một cái hộp  và cái  nắp  phù hợp  tốt.,19
"琴(cầm) - koto, kin","こと, キン",琴,câu trả lời,cầm, Câu trả lời của chúng tôi phù hợp (会) giống như là cái hộp tre (竹) và nắp của nó.,19
"正(chính) - tada_shii, masa, sei, shoo","ただ_しい, まさ, セイ, ショオ",正,"đúng,phải",chính,Là đúng khi dừng(止) ở đèn đỏ,19
"同(đồng) - ona_ji, doo","おな_じ, ドオ",同,"cùng,tương tự",đồng,Những người đến ở và những người đi ra ngoài đều  sử dụng  cùng  b&gt; một cái cửa ,19
"計(kê, kế) - haka_ru, kei","はか_る, ケイ",計,đo đạc,"kê, kế","""Hãy  đo thời gian bằng cách đếm.""",19
"京(kinh) - , kyoo, kei",", キョオ, ケイ",京,thủ đô,kinh,Những ngôi nhà được xây dựng trên ngọn đồi nhỏ (小)  và nó trở thành   thủ đô,19
"集(tập) - atsu_maru, tsudo_u, shuu","あつ_まる, つど_う, シュウ",集,tụ họp,tập,Chim tụ họp trên cây,19
"不(bất) - , fu, bu",", フ, ブ",不,chưa,bất,Nó thì không T(đúng).,19
"便(tiện) - tayo_ri, ben, bin","たよ_り, ベン, ビン",便,thuận tiện,tiện,"Nếu thư đến trong một ngày (日), như thế thì thuận tiện ",19
"以(dĩ) - , i",", イ",以,điểm xuất phát,dĩ,Đây là vạch xuất phát,19
"場(trường) - ba, joo","ば, ジョオ",場,địa điểm,trường,Đất(土) đai tốt và ánh mặt trời(日).Hãy lựa chọn địa điểm này,20
"戸(hộ) - to, ko","と, コ",戸,cửa,hộ,Đây là thể hiện của một cái cửa,20
"所(sở) - tokoro, sho","ところ, ショ",所,địa điểm,sở,Tôi đánh dấu cửa (戸) với một cái rìu để chỉ ra. Đây là một địa điểm ,20
"屋(ốc) - ya, oku","や, オク",屋,mái nhà,ốc,Mọi người cần đất (土) và một  mái nhà ,20
"堂(đường) - , doo",", ドオ",堂,"phòng,lâu đài",đường,Nó là một cái  phòng  lớn  trên đất (土).,20
"都(đô) - miyako, to, tsu","みやこ, ト, ツ",都,"đô thị,trung tâm lớn",đô,"Tại trạm xe buýt, một người (者) đang chờ một chiếc xe buýt của đô thị lớn",20
"県(huyện) - , ken",", ケン",県,"quận,huyện",huyện,Chính phủ giữ một mắt (目) trên cái quận  nhỏ (小) ,20
"区(khu) - , ku",", ク",区,"vùng,miền,khu",khu,Khu b&gt; này được chia thành ba bức tường và hai con đường.,20
"池(trì) - ike, chi","いけ, チ",池,ao,trì,Có một con tôm trong ao ,20
"発(phát) - , hatsu, hotsu",", ハツ, ホツ",発,bắt đầu,phát,Con người bắt đầu đi bộ với hai chân,20
"建(kiến) - ta_teru, ken, kon","た_てる, ケン, コン",建,xây dựng,kiến,"Trước khi xây dựng nó,bạn phải viết(書) một vài thứ và vẽ ra một bản kế hoạch",20
"物(vật) - mono, butsu, motsu","もの, ブツ, モツ",物,đồ vật,vật,Bò (牛) và cáo đều là những vật sống,20
"品(phẩm) - shina, hin","しな, ヒン",品,sản phẩm,phẩm,Đây là thể hiện của ba sản phẩm,20
"旅(lữ) - tabi, ryo","たび, リョ",旅,du lịch,lữ,Hai người đang đi du lịch   theo  hướng dẫn của một lá cờ.,20
"通(thông) - too_ru, kayo_u, tsuu, tsu","とお_る, かよ_う, ツウ, ツ",通,"vượt qua, thay thế",thông,Tôi vượt qua hàng rào để thay đổi,20
"進(tiến) - susu_mu, shin","すす_む, シン",進,"lớn lên,tiến lên",tiến,Con chim đang lớn lên,20
"丸(hoàn) - maru_i, gan","まる_い, ガン",丸,"cuộn,vặn",hoàn,Tôi  cuộn người mình,21
"熱(nhiệt) - atsu_i, netsu","あつ_い, ネツ",熱,hơi nóng,nhiệt,Tôi cuộn tròn chính mình để giữ hơi ấm thoát ra,21
"冷(lãnh) - tsume_tai, hi_eru, sa_meru, rei","つめ_たい, ひ_える, さ_める, レイ",冷,"lạnh,rét mướt",lãnh,Một người run rẩy trong  gió. lạnh ,21
"甘(cam) - ama_i, kan","あま_い, カン",甘,"kẹo,ngọt",cam,Kẹo mật ong ở trong một cái nồi.,21
"汚(ô) - kega_su, yogo_su, matana_i, o","けが_す, よご_す, またな_い, オ",汚,bẩn,ô,Một người đang uống nước bẩn.,21
"果(quả) - ha_tasu, ka","は_たす, カ",果,hoa quả,quả,Nó là một cái cây(木) với hoa quả trên đó,21
"卵(noãn) - tamago, ran","たまご, ラン",卵,trứng,noãn,Hãy đập vớ quả trứng,21
"皿(mãnh) - sara, bei","さら, ベイ",皿,đĩa,mãnh,Có một cái bánh ở trên đĩa,21
"酒(tửu) - sake, shu","さけ, シュ",酒,rượu,tửu,Nước tốt sẽ làm nên rượu tốt,21
"塩(diêm) - shio, en","しお, エン",塩,mặn,diêm,Thức ăn trên đĩa (皿) thì  mặn ,21
"付(phụ) - tsu_ku, fu","つ_く, フ",付,"thêm,đính kèm",phụ,Tôi  đính kèm  một vài thứ cho một người.,21
"片(phiến) - kata, hen","かた, ヘン",片,một bên,phiến,Đây là  một bên  của một cây.,21
"焼(thiêu) - ya_ku, shoo","や_く, ショオ",焼,đốt cháy,thiêu,Tôi  đốt cháy  b&gt; ba mươi cái gậy.,21
"消(tiêu) - ke_su, ki_eru, shoo","け_す, き_える, ショオ",消,"biến mất,không xuất hiện",tiêu,Mặt trăng(月) không xuất hiện vào mùa đông.,21
"固(cố) - kata_maru, ko","かた_まる, コ",固,cứng,cố,Các bức tường xung quanh một nhà thờ cũ (古) là rất  cứng  và chắc chắn.,21
"個(cá) - , ko",", コ",個,cá nhân,cá,Mỗi cá nhân   có một niềm tin vững vàng (固),21
"笑(tiếu) - wara_u, e_mu, shoo","わら_う, え_む, ショオ",笑,cười,tiếu,"Một người (人)đang  cười   ""Ke ke(ケケ)"".",22
"泣(khấp) - na_ku, kyuu","な_く, キュウ",泣,khóc,khấp,Một người đang đứng(立) và khóc,22
"怒(nộ) - ika_ru, oko_ru, do","いか_る, おこ_る, ド",怒,tức giận,nộ,Người phụ nữ(女) tức giận  với tôi.,22
"幸(hạnh) - saiwa_i, shiawa_se, sachi, koo","さいわ_い, しあわ_せ, さち, コオ",幸,hạnh phúc,hạnh,Tôi có nhiều yên(円) dưới đất(土).Tôi rất hạnh phúc,22
"悲(bi) - kana_shii, hi","かな_しい, ヒ",悲,buồn,bi,Trái tim tôi (心) thì  buồn  b&gt; vì chàng trai ở phía sau quầy bar.,22
"苦(khổ) - kuru_shii, niga_i, ku","くる_しい, にが_い, ク",苦,"chịu,đau khổ",khổ,"Nếu bạn ăn măng tây cũ(古),bạn sẽ  chịu đau ",22
"痛(thống) - ita_i, tsuu","いた_い, ツウ",痛,sự đau đớn,thống,Tôi vượt qua hàng rào của bệnh viện với sự  đau đớn,22
"恥(sỉ) - haji_ru, ha_zukashii, chi","はじ_る, は_ずかしい, チ",恥,xấu hổ,sỉ,Thật  là một sự  xấu hổ  nếu bạn không lắng nghe tiếng nói từ trái tim của bạn (心).,22
"配(phối) - kuba_ru, hai","くば_る, ハイ",配,"đạt được,cung cấp",phối,Một người quỳ xuống để  đạt được  b&gt;  lợi ích (酒).,22
"困(khốn) - koma_ru, kon","こま_る, コン",困,rắc rối,khốn,Chúng tôi đang gặp  rắc rối  b&gt; vì có một cây lớn (木).,22
"辛(tân) - kara_i, shin","から_い, シン",辛,đau,tân,Đứng (立)trên một cái sào thì rất là  đau,22
"眠(miên) - nemu_ru, min","ねむ_る, ミン",眠,ngủ,miên,Một người(民) thì đang ngủ với đôi mắt(目) đã khép.,22
"残(tàn) - noko_ru, zan","のこ_る, ザン",残,còn lại,tàn,Ba (三) người chết (死) và chỉ có vũ khí của họ vẫn  còn lại  b&gt;,22
"念(niệm) - , nen",", ネン",念,nghĩ,niệm,"Bây giờ(今) ,tôi đang nghĩ về bạn.",22
"感(cảm) - , kan",", カン",感,đã cảm thấy,cảm,Tôi  cảm thấy  b&gt; bị sốc khi nhìn thấy một người đàn ông với một vũ khí.,22
"情(tình) - nasa_ke, joo, sei","なさ_け, ジョオ, セイ",情,"cảm giác,cảm thấy",tình,Tôi cảm giác màu xanh,22
"覚(giác) - obo_eru, same_ru, kaku","おぼ_える, さめ_る, カク",覚,"nhớ,hồi tưởng",giác,Chúng tôi nhớ lại những gì chúng tôi đã nhìn(見) thấy ở trường,23
"忘(vong) - wasu_reru, boo","わす_れる, ボオ",忘,quên,vong,Tôi quên xây dựng bức tường ở bên phải,23
"決(quyết) - kime_ru, ketsu","きめ_る, ケツ",決,quyết định,quyết,Chúng tôi đã quyết định tiết kiệm nước,23
"定(định) - sada_maru, tei, joo","さだ_まる, テイ, ジョオ",定,"chọn,quyết định,",định,Hãy chọn ngày để chuyển nhà,23
"比(tỉ) - kura_beru, hi","くら_べる, ヒ",比,so sánh,tỉ,Chúng đều là chữ kantakana　ヒ　?Hãy so sánh chúng.,23
"受(thụ) - u_keru, ju","う_ける, ジュ",受,nhận,thụ,Con người nhận các thứ từ tay đến tay,23
"授(thụ) - sazu_keru, ju","さず_ける, ジュ",授,hướng dẫn,thụ,Được  hướng dẫn  b&gt; giống như  nhận (受) điều từ một người nào đó.,23
"練(luyện) - ne_ru, ren","ね_る, レン",練,luyện tập,luyện,Theo hướng đông () tôi luyện tập xoay sợi dây,23
"徒(đồ) - , to",", ト",徒,theo dõi,đồ,Người theo dõi chạy (走) trên đường.,23
"復(phục) - , fuku",", フク",復,lặp lại,phục,Mọi người đi lặp lại trên những con đường tương tự mỗi ngày(日).,23
"表(biểu) - omote, arawa_su, hyoo","おもて, あらわ_す, ヒョオ",表,thể hiện,biểu,Cô  thể hiện  b&gt; niềm vui của cô bởi vì cái cây phát triển tốt.,23
"卒(tốt) - , sotsu",", ソツ",卒,tốt nghiệp,tốt,Mười(十) người (人) đã tốt nghiệp,23
"違(vi) - , i",", イ",違,khác,vi,Các đường phố thì phức tạp.Tôi nghĩ rằng tôi đang trên một con đường khác,23
"役(dịch) - , eki, yaku",", エキ, ヤク",役,nhiệm vụ,dịch, Nhiệm vụ b&gt; của tôi  là để mang một hòn đá.,23
"皆(giai) - mina, kai","みな, カイ",皆,mọi người,giai,So sánh(比) mọi người ở trên tòa nhà trắng(白).Mọi người trông tương tự nhau.,23
"彼(bỉ) - kare, kano, hi","かれ, かの, ヒ",彼,anh ấy,bỉ,"Tôi đã cố gắng để nắm tay anh ta, nhưng  anh ấy đi đi.",23
"全(toàn) - matta_ku, zen","まった_く, ゼン",全,tất cả,toàn,Vua (王) quy định  tất cả  b&gt; trên các ngọn núi.,24
"部(bộ) - , bu",", ブ",部,"chỗ,vùng",bộ,Một người đang đứng(立) ở chỗ nơi mà xe bus dừng,24
"必(tất) - kanara_zu, hitsu","かなら_ず, ヒツ",必,chắc chắn,tất,Tôi  chắc chắn  b&gt; sẽ giành chiến thắng trái tim của bạn (心).,24
"要(yêu, yếu) - i_ru, yoo","い_る, ヨオ",要,cần thiết,"yêu, yếu",Người phụ nữ(女) giữ những thứ cần thiết trong cặp của cô ấy,24
"荷(hà) - ni, ka","に, カ",荷,đồ đạc,hà,Tôi có thể thấy bó cỏ  gắn ngoài hành lý  b&gt;.Cái gì (何) trong đó?,24
"由(do) - yoshi, yu, yuu, yui","よし, ユ, ユウ, ユイ",由,bởi vì,do,"Không mở hộp này,  vì  b&gt; có một cái gì đó đáng sợ có thể bật ra.",24
"届(giới) - todo_ku, todo_ke, kai","とど_く, とど_け, カイ",届,"giao,chuyển",giới,Một gói hàng được giao đến nhà tôi.,24
"利(lợi) - ki_ku, ri","き_く, リ",利,"thuận lợi, bổ ích",lợi,Chúng tôi cắt tai của bông lúa để làm lợi,24
"払(phất) - hara_u, futsu","はら_う, フツ",払,trả,phất,Tôi sẽ trả tiền.,24
"濯(trạc) - , taku",", タク",濯,giặt,trạc,Ngày(日) nào bạn giặt quần áo của bạn?,24
"寝(tẩm) - wa_ru, shin","わ_る, シン",寝,ngủ,tẩm,Hai người thi đang ngủ,24
"踊(dũng) - , yoo",", ヨオ",踊,nhảy,dũng,Di chuyển chân của bạn (足) và  nhảy  trên hàng rào.,24
"活(hoạt) - , katsu",", カツ",活,"cơ động,nhanh nhẹn,linh hoạt",hoạt,Tôi uống rất nhiều nước và trở nên  nhanh nhẹn b&gt; hơn,24
"末(mạt) - sue, matsu, batsu","すえ, マツ, バツ",末,"kết thúc,cuối",mạt,Cái cây (木) thì đang ở thời kì cuối của sự sống,24
"宅(trạch) - , taku",", タク",宅,nhà,trạch,Tôi thích sống trong ngôi nhà của tôi,24
"祭(tế) - matsu_ru, sai","まつ_る, サイ",祭,lễ hội,tế,"Vào ngày  lễ hội , thịt được cung cấp trên một bàn thờ.",24
"平(bình) - taira, hira, hei, byoo","たいら, ひら, ヘイ, ビョオ",平,bằng phẳng,bình,Cái cưa bây giờ thì bằng phẳng,25
"和(hòa) - yawa_ragu, nago_mu, wa, o","やわ_らぐ, なご_む, ワ, オ",和,"hòa bình, Nhật Bản",hòa,Bữa ăn của người Nhật đến từ gạo,25
"戦(chiến) - tataka_u, sen","たたか_う, セン",戦,chiến tranh,chiến,Những loại thuốc độc khác nhau được sử dụng trong chiến tranh,25
"争(tranh) - araso_u, soo","あらそ_う, ソオ",争,"chống lại,xung đột",tranh,Người có vũ khí đã sẵn sàng cho một cuộc  xung đột ,25
"政(chính) - matsurikoto, sei, shoo","まつりこと, セイ, ショオ",政,chính phủ,chính, Chính phủ  b&gt; nên làm những điều đúng (正).,25
"治(trị) - osa_meru, oo_su, nao_ru, chi, ji","おさ_める, おお_す, なお_る, チ, ジ",治,"quản lý,cai trị",trị,Tôi quản lý khu vực ven biển,25
"経(kinh) - he_ru, kei, kyoo","へ_る, ケイ, キョオ",経,đi qua,kinh,Cày trên ruộng và quay sợi dây thì thời gian sẽ đi qua,25
"済(tế) - su_mu, sai","す_む, サイ",済,hoàn thành,tế,Tôi đã hoàn thành viết các câu(文) trên tấm bảng,25
"法(pháp) - , hoo, haxtsu, hoh!",", ホオ, ハッ, ホッ",法,luật,pháp,"Năm ngoái(去年) ,luật về nước đã được thực thi",25
"律(luật) - , ritsu, richi",", リツ, リチ",律,quy định,luật,Tôi đã viết(書) ra các quy định giao thông,25
"際(tế) - sawa, sai","さわ, サイ",際,"dịp,đợt",tế,Lễ hội (祭) là dịp đặc biệt cho mọi người,25
